Count	Full_date	Port	Ship
4	07/01/1918	Saint Croix	Korona
4	07/01/1918	Antigua, British West Indies	Korona
2	07/01/1918	Plymouth via Wales	Desna
2	07/01/1918	Gibraltar	Regina d Italia
1	07/01/1918	Plymouth via Wales	Chilier
1	07/01/1918	Barbabos, BWI	Korona
1	07/01/1918	Guadalupe, French West Indies	Korona
1	07/01/1918	Demerara, British West Indies	Korona
164	07/02/1918	Liverpool	Darro
67	07/02/1918	Port Talbot	Reading
44	07/02/1918	Nuevitas, Cuba	Coosa
43	07/02/1918	Calcutta, India	Ceylon
33	07/02/1918	Bordeaux	Hassel
29	07/02/1918	Brest, France	Brabant
28	07/02/1918	Antonio, Jamaica	Manchioneal
20	07/02/1918	Cardenas, Cuba	T.M. Werner
19	07/02/1918	Santos, Brazil	Daylite
154	07/03/1918	United States	Themistocles
117	07/03/1918	United States	Port Melbourne
108	07/03/1918	Antilla, Cuba	Munamar
41	07/03/1918	Manchester, England	Strathfillan
38	07/03/1918	Ponce, Puerto Rico	Mariners Harbor
35	07/03/1918	Port Antonio, Jamaica	Annetta
35	07/03/1918	Rotterdam, Holland	Syria
33	07/03/1918	Rotterdam, Holland	Liege
28	07/03/1918	Pagoumenie, New Caledonia	Elginshire
22	07/03/1918	Rosario	General Gordon
21	07/03/1918	Nuevitas, Cuba	Erik II
20	07/03/1918	Santa Lucia, Cuba	Danebrog
14	07/03/1918	Cristobal, Canal Zone	Cartago
8	07/03/1918	Havana	Cartago
5	07/03/1918	Weymouth, Nova Scotia	Alcaea
5	07/03/1918	Liverpool	Caronia
2	07/03/1918	Bocas del Toro	Cartago
2	07/03/1918	United States	Saxonia
2	07/03/1918	Puerto Colombia, Colombia	Gulfaxe
655	07/04/1918	Liverpool	Adriatic
206	07/04/1918	Havana	Mexico
116	07/04/1918	Kingston	Zeelandia
47	07/04/1918	Gibraltar	Oneka
37	07/04/1918	Falmouth, England	Levenpool
36	07/04/1918	San Juan, Puerto Rico	Cornelia
26	07/04/1918	Genoa, Italy	Nordhvalen
25	07/04/1918	Santa Marta, Colombia	Juan
23	07/04/1918	Caibarien, Cuba	Bris
175	07/05/1918	United States	Dunvegan Castle
173	07/05/1918	Genoa	San Gennaro
158	07/05/1918	Liverpool	Karmala
111	07/05/1918	Mexico, Havana, Nassau	Esperanza
100	07/05/1918	Liverpool	Pyrrhus
71	07/05/1918	Scotland	Pearleaf
68	07/05/1918	Milford Haven, England	Plumleaf
31	07/05/1918	Fajardo, Puerto Rico	Georgeanna Weems
30	07/05/1918	Rotterdam, Holland	Algerie
30	07/05/1918	Progreso, Yucatan, Mexico	Esperanza
29	07/05/1918	Havana	Esperanza
22	07/05/1918	Cananova, Cuba	Catherine Cuneo
19	07/05/1918	Nassau, Bahamas	Esperanza
16	07/05/1918	Tampico, Mexico	Esperanza
16	07/05/1918	Vera Cruz, Mexico	Esperanza
11	07/05/1918	Santos, Brazil	Dorothy B. Barrett
1	07/05/1918	Brazil	Dorothy B. Barrett
438	07/06/1918	Liverpool	Baltic
274	07/06/1918	Cristobal, Canal Zone	Colon
246	07/06/1918	Liverpool Via Halifax N. S	Empress of Britain
97	07/06/1918	Havana, Cristobal, Port Limon	Almirante
83	07/06/1918	Liverpool via Halifax, N. S.	Empress of Britain
30	07/06/1918	Havana, Cuba	Almirante
25	07/06/1918	Pesagua	Otterstad
20	07/06/1918	Reykjavik, Iceland	Fredericia
19	07/06/1918	Buenos Aires	Martha P. Small
18	07/06/1918	San Pedro de Macoris, Dominican Republic	Grove
17	07/06/1918	Cristobal, Canal Zone	Almirante
14	07/06/1918	Windsor, Nova Scotia	Daniel M. Munro
7	07/06/1918	Liverpool via Halifax, N. S.	Empress of England
1	07/06/1918	Port Limon, Costa Rica	Almirante
1	07/06/1918	St. John's, Newfoundland	Empress of Britain
1	07/06/1918	Nantes, France	Ophir
148	07/07/1918	Hamilton, Bermuda	Charybdis
63	07/07/1918	Curacao, DWI	Zulia
50	07/07/1918	Rio De Janeiro	Saga
38	07/07/1918	Barry Docks, Wales	Hotham Newton
36	07/07/1918	Rio de Janeiro, Victoria, St. Thomas	Saga
36	07/07/1918	St. Thomas, Virgin Islands	Saga
34	07/07/1918	Havre, France	Collingham
28	07/07/1918	Rio de Janeiro & Victoria, St. Thomas	Saga
26	07/07/1918	Tuxpam, Mexico	Wellington
25	07/07/1918	Mayaguez, Puerto Rico	Zulia
23	07/07/1918	Santiago, Cuba	Gloria
20	07/07/1918	Jucaro, Cuba	Fager
17	07/07/1918	La Guaira, Venezuela	Mimer
15	07/07/1918	Buenos Aires	Plus
3	07/07/1918	Maracaibo	Zulia
2	07/07/1918	Southampton	Olympic
1	07/07/1918	Rio de Janeiro & Victoria	Saga
1	07/07/1918	Victoria	Saga
196	07/08/1918	Liverpool	Khiva
86	07/08/1918	Rotterdam, Holland	Samland
85	07/08/1918	Veicivitas Cuba	Tokiwa Maru
59	07/08/1918	Montreal, Quebec, Canada	Baysarua
52	07/08/1918	Bordeaux	Moorish Prince
51	07/08/1918	Tampico, Mexico	Montana
47	07/08/1918	Antilla, Cuba	Prins Willem I
44	07/08/1918	Bordeaux, France	Saint Louis
42	07/08/1918	Port Talbot	Frankburn
35	07/08/1918	Barbados, British West Indies	Guiana
28	07/08/1918	Antonio, Jamaica	Runa
23	07/08/1918	Halifax and Quebec	Steelton
21	07/08/1918	Hangesend, Norway via Halifax, N. S.	H.C. Flood
20	07/08/1918	Santa Lucia, Cuba	Harriet
19	07/08/1918	St. Kitts, B.W.I.	Guiana
16	07/08/1918	Cienfuegos, Cuba	Vesla
12	07/08/1918	Para	Salen
7	07/08/1918	Antigua, British West Indies	Guiana
6	07/08/1918	Woods Island, Newfoundland	Earl Grey
6	07/08/1918	Guadalupe, French West Indies	Guiana
6	07/08/1918	St. Thomas, Virgin Islands	Guiana
5	07/08/1918	St. Croix, Virgin Islands	Guiana
3	07/08/1918	Dominica, B.W.I.	Guiana
1	07/08/1918	NA	William O'Brien
1	07/08/1918	NA	Columbia
1	07/08/1918	Martinique, French West Indies	Guiana
1	07/08/1918	St. Lucia	Guiana
30	07/09/1918	Gothenburg, Sweden	Magda
20	07/09/1918	Santiago, Cuba	I.D.S. Adolph
8	07/09/1918	Cha, ...	Danebod
793	07/10/1918	Bordeaux	La Lorraine
192	07/10/1918	Cristobal, Canal Zone	Allianca
146	07/10/1918	Liverpool	Khyber
90	07/10/1918	Eothenburg	Stockholm
89	07/10/1918	Cristobal, Canal Zone	Cristobal
88	07/10/1918	Valparaiso, Chile	Sta Ana
61	07/10/1918	Port Limon via Havana, Cuba	Santa Marta
53	07/10/1918	Valparaiso, Chile	Santa Ana
46	07/10/1918	Bordeaux, France	Servian Prince
38	07/10/1918	San Juan, Puerto Rico	Amolco
30	07/10/1918	Marseilles, France	Mar Negro
23	07/10/1918	Baracoa, Cuba	Clothilde Cuneo
17	07/10/1918	Havana	Santa Marta
17	07/10/1918	Bergen	Bonovento
13	07/10/1918	Callao, Peru	Santa Ana
10	07/10/1918	Iquique, Chile	Santa Ana
7	07/10/1918	Antofagasta, Chile	Santa Ana
4	07/10/1918	Port Limon	Santa Marta
3	07/10/1918	Nalporaiso	Sta Ana
3	07/10/1918	Grandbank, N. F.	Minnie Harris
1	07/10/1918	Havana, Cuba	Santa Marta
1	07/10/1918	Bordeaux, Francefoundland	Servian Prince
1	07/10/1918	Grandbank, N. F.ndland	Minnie Harris
1	07/10/1918	Grandbank, N. F.undland	Minnie Harris
1	07/10/1918	Gothenburg, Sweden	Stockholm
56	07/11/1918	Tampico, Mexico	H.H. Rogers
48	07/11/1918	Bordeaux, France	Westwood
46	07/11/1918	Genoa, Italy	Deepwater
42	07/11/1918	La Pallice, France	Communipaw
39	07/11/1918	Messina	Bayonne
37	07/11/1918	Santo Domingo via Turks Islands	Watauga
29	07/11/1918	Bergen	Bonovento
27	07/11/1918	Glasgow	Herbert G. Wylie
23	07/11/1918	Cristobal, Canal Zone	Quernstad
22	07/11/1918	Tanamo, Cuba	Belita
4	07/11/1918	Rotterdam, Holland	Leopold II
244	07/12/1918	Liverpool	Grampian
165	07/12/1918	Plymouth, England	Corinthic
155	07/12/1918	Southampton	Vestris
147	07/12/1918	Liverpool	Anchises
121	07/12/1918	Liverpool	Northumberland
98	07/12/1918	Kingston, Cristobal, Colombian Ports	Turrialba
58	07/12/1918	Macoris	Yuma
42	07/12/1918	Genoa, Italy	Nicolo II
36	07/12/1918	Mejillones, Chile	Wascana
24	07/12/1918	Kingston, Jamaica	Turrialba
22	07/12/1918	Puerto Colombia, Colombia	Turrialba
21	07/12/1918	Sanca(Gibara) Cuba	Lysefjord
17	07/12/1918	New York	Manx King
7	07/12/1918	Pellies Island, New Foundland	Rosalie Belliveau
6	07/12/1918	Cristobal, Canal Zone	Turrialba
2	07/12/1918	New York	Olinda
2	07/12/1918	Santa Maria, Colombia	Turrialba
524	07/13/1918	Liverpool	Carmania
268	07/13/1918	Cristobal, Canal Zone	Panama
225	07/13/1918	Messina	Taormina
205	07/13/1918	Liverpool	Orca
104	07/13/1918	Liverpool	Diomed
51	07/13/1918	Marseilles, France	Ida
39	07/13/1918	Tampico, Mexico	Paul H. Harwood
31	07/13/1918	Port au Prince, Haiti	Panama
17	07/13/1918	Jabos, Puerto Rico	Pluto
11	07/13/1918	Buenos Aires	John S. Emery
274	07/14/1918	Liverpool	Canopic
55	07/14/1918	Genoa Via Gibraltar	Ferrara
45	07/14/1918	Plymouth, England	Sylvan Arrow
40	07/14/1918	Nuevitas, Cuba via Matanzas, Cuba	Olinda
24	07/14/1918	St. John's, Newfoundland	Prospero
20	07/14/1918	Caibarien, Cuba	Rosenborg
315	07/15/1918	San Juan, Puerto Rico	Brazos
89	07/15/1918	South Shields, England	Helenus
71	07/15/1918	Havana	C. Lopez y Lopez
60	07/15/1918	Venezuela via Curacao	Caracas
55	07/15/1918	San Juan, Puerto Rico	Caracas
36	07/15/1918	Marseilles, France	Huttonwood
32	07/15/1918	Havana, Cuba	C. Lopez y Lopez
30	07/15/1918	Sevilla	Durango
26	07/15/1918	Monsilla	Alderney
25	07/15/1918	Port Antonio, Jamaica	Commodore Rollins
20	07/15/1918	La Guaira, Venezuela	Caracas
19	07/15/1918	Causeuana	Nicholas Cuneo
18	07/15/1918	Ensenada de Mora, Cuba	Graafaxe
17	07/15/1918	Venezuela and Curacao	Caracas
12	07/15/1918	Buenos Aires	Killeena
11	07/15/1918	Buenos Aires	Alpena
11	07/15/1918	Para, Brazil	Mabel Gale
3	07/15/1918	Curacao, DWI	Caracas
3	07/15/1918	Puerto Cabello, Venezuela	Caracas
1	07/15/1918	Cayman Broc., B. W. I.	Alpena
65	07/16/1918	United States	Bolton Castle
48	07/16/1918	United States	Ashtabula
42	07/16/1918	Gothenburg, Sweden	Bullaren
39	07/16/1918	Havre, France	Penistone
37	07/16/1918	Jobos, Puerto Rico	Vesta
30	07/16/1918	Seville, Spain	Cabo Cullera
27	07/16/1918	Halifax	Charles Pratt
19	07/16/1918	Rosario	Stifinder
12	07/16/1918	Graytown, Nicaragua	Matowoc
6	07/16/1918	Weymouth, Nova Scotia	Isaiah K. Stetson
233	07/17/1918	Havana	Morro Castle
85	07/17/1918	Yokohama, Japan	Toyama Maru
73	07/17/1918	Grenada, British West Indies	Maraval
45	07/17/1918	Port of Spain, Trinidad	Maraval
39	07/17/1918	Rotterdam, Holland	Escaut
22	07/17/1918	Dakar and West Coast Africa	Torgerd
19	07/17/1918	Manzanillo, Cuba	Bryssel
19	07/17/1918	Puerto, Mexico	Oregon
15	07/17/1918	Rio de Janeiro	Eleanor A. Percy
15	07/17/1918	Santos, Brazil	Governor Brooks
12	07/17/1918	Santos, Brazil	Governor Powers
10	07/17/1918	Bahia, Brazil	Lewis H. Goward
9	07/17/1918	Montevideo, Uraguay	Salisbury
3	07/17/1918	Demerara, British West Indies	Maraval
3	07/17/1918	Trinidad, British West Indies	Maraval
1	07/17/1918	Havana, Cuba	Morro Castle
196	07/18/1918	Barcelona	Buenos Aires
109	07/18/1918	Havana, Cuba	Parismina
91	07/18/1918	Yokohama, Japan	Seiyo Maru
90	07/18/1918	Valencia, Spain	Buenos Aires
84	07/18/1918	New Orleans, Louisiana	Braunfels
60	07/18/1918	Cristobal, Santiago	Suriname
59	07/18/1918	Cadiz	Buenos Aires
57	07/18/1918	San Juan, Puerto Rico	City of Puebla
50	07/18/1918	Malaga, Spain	Buenos Aires
42	07/18/1918	Kingston, Jamaica	Suriname
35	07/18/1918	Rotterdam, Holland	Republica Argentina
33	07/18/1918	Rotterdam, Holland	Gantoise
30	07/18/1918	Moss Via Halifax	Landvard
27	07/18/1918	Philadelphia, Pennsylvania	Pennsylvania
27	07/18/1918	Tuxpam, Mexico	Standard
26	07/18/1918	Santa Marta, Colombia	Jose
23	07/18/1918	Baracoa, Cuba	Joseph J. Cuneo
10	07/18/1918	Kingston	Suriname
2	07/18/1918	Barcelona, Spain	Buenos Aires
2	07/18/1918	Santa Marta, Colombia	Suriname
404	07/19/1918	Liverpool	Orduna
112	07/19/1918	Liverpool	Maunganui
111	07/19/1918	Havana and Mexico	Monterey
97	07/19/1918	Barbados, British West Indies	Uberaba
65	07/19/1918	Havre	Guaratuba
41	07/19/1918	Rotterdam, Holland	Elisabeth Von Belgie
34	07/19/1918	Maracaibo	American
33	07/19/1918	Rotterdam, Holland	Besseggen
30	07/19/1918	Guanica, Puerto Rico	El Capitan
30	07/19/1918	Mayaguez, Puerto Rico	Maracaibo
29	07/19/1918	Plymouth	Trinidad
23	07/19/1918	Havana	Monterey
22	07/19/1918	Progreso, Yucatan, Mexico	Monterey
13	07/19/1918	Buenos Aires	Alice M. Colburn
11	07/19/1918	Bahia, Brazil	Uberaba
10	07/19/1918	Rio De Janeiro, Brazil	Uberaba
10	07/19/1918	Vera Cruz, Mexico	Monterey
7	07/19/1918	Nassau N P Bahamas	Monterey
6	07/19/1918	Curacao, DWI	Maracaibo
3	07/19/1918	Pernambuco, Brazil	Uberaba
2	07/19/1918	Tampico, Mexico	Monterey
1	07/19/1918	Santos, Rio de Janeiro, Bahia,Pernambuco	Uberaba
1	07/19/1918	Nassau N.P. Bahamas	Monterey
393	07/20/1918	Liverpool	Megantic
327	07/20/1918	Liverpool	Scandinavian
270	07/20/1918	Liverpool	Walmer Castle
119	07/20/1918	La Pallice, France	Ulua
113	07/20/1918	Liverpool	Elpenor
104	07/20/1918	London, England	Teucer
71	07/20/1918	Cristobal via Haiti	General W.C. Gorgas
69	07/20/1918	Dominican Ports via Turks Island	Iroquois
69	07/20/1918	Nipe Bay, Cuba	Munamar
43	07/20/1918	San Juan, Puerto Rico	Waukesha
36	07/20/1918	San Juan, Puerto Rico	Helen
33	07/20/1918	Antilla, Cuba	Munamar
31	07/20/1918	Matanzas, Cuba	Munorway
24	07/20/1918	Caibarien, Cuba	Minsk
22	07/20/1918	Puerto Columbia, Cartagena via Colon	Knud II
20	07/20/1918	Montevideo	Merak
11	07/20/1918	Puerto Plata, Dominican Republic	Iroquois
9	07/20/1918	Santo Domingo	Iroquois
8	07/20/1918	Cristobal via Port Au Prince	General W.C. Gorgas
6	07/20/1918	Mayaguez, Puerto Rico	Phillips M. Brooks
6	07/20/1918	San Pedro de Macoris, Dominican Republic	Iroquois
4	07/20/1918	Turks Island, British West Indies	Iroquois
2	07/20/1918	Macoris, Dominican Republic	Iroquois
1	07/20/1918	Monte Cristi	Iroquois
435	07/21/1918	Amsterdam	Frisia
233	07/21/1918	Liverpool	Canada (1896)
164	07/21/1918	Saint Nazaire, France	Nansemond
129	07/21/1918	Cristobal, Canal Zone	Advance
116	07/21/1918	United States	Port Denison
66	07/21/1918	Havana, Cuba	Wacouta
32	07/21/1918	Gibraltar	Munwood
23	07/21/1918	Rotterdam, Holland	Tungus
22	07/21/1918	Rotterdam, Holland	Tyr
21	07/21/1918	Gibraltar	Freda
20	07/21/1918	Rosario	Dawnlite
1	07/21/1918	Sorel., Que., Canada	Alaska
159	07/22/1918	Hamilton, Bermuda	Charybdis
124	07/22/1918	Liverpool	Mandingo
62	07/22/1918	Gibraltar	Carolyn
60	07/22/1918	Havre	Alegrete
37	07/22/1918	Malmo	Annie Johnson
36	07/22/1918	Bergen via Halifax	Grena
34	07/22/1918	Palermo	Minerva
29	07/22/1918	Galeto Coloso, Chili	Mathilda
28	07/22/1918	Kingston	Manchioneal
24	07/22/1918	Rosario	Svalen
22	07/22/1918	Sagua De Tanamo and Cassanova, Cuba	Clothilde Cuneo
21	07/22/1918	Guantanamo	Olaf
9	07/22/1918	Havre, France	Alegrete
8	07/22/1918	Lagos, B.W. Afr.	Alice M. Kafka
8	07/22/1918	Para, Brazil	Laura A. Barnes
6	07/22/1918	Tampico, Mexico	Socony
2	07/22/1918	Barbados, British West Indies	Biran
1	07/22/1918	Bergen	Grena
1	07/22/1918	Gothenburg, Sweden	Immeln
492	07/23/1918	Liverpool	Empress of Asia
86	07/23/1918	Port Limon via Havana, Cuba	Heredia
46	07/23/1918	Bordeaux	Mirach
31	07/23/1918	Tampico, Tamps, Mexico	Brilliant
20	07/23/1918	Port Limon, Costa Rica	Heredia
20	07/23/1918	Sagua la Grande, Cuba	Rochelie
11	07/23/1918	San Juan, Puerto Rico	Ellen Little
7	07/23/1918	Cardenas, Cuba	Myrtle Leaf
5	07/23/1918	Havana, Cuba	Heredia
1	07/23/1918	Tampico, Mexico	Brilliant
233	07/24/1918	Sydney	Orontes
41	07/24/1918	Bordeaux	La Drome
30	07/24/1918	Marseilles	Elswick Hall
30	07/24/1918	Genoa via Saxonia	Sori
29	07/24/1918	Rotterdam, Holland	Ubier
27	07/24/1918	Rotterdam, Holland	Gasconier
26	07/24/1918	Liverpool	Melita
23	07/24/1918	Buenos Aires	Dvergso
20	07/24/1918	Cardenas, Cuba	Alfred Hage
18	07/24/1918	Saxona, Italia	Sori
12	07/24/1918	Cape Verde, Salt Isld.	Guiniguada
7	07/24/1918	Paramaribo	Nat L. Gorton
1	07/24/1918	Para, Brazil	Alegrete
1	07/24/1918	Sydney, Australia	Orontes
225	07/25/1918	United Kingdom	Mauretania
95	07/25/1918	Buenos Aires	Crofton Hall
63	07/25/1918	Auelva	Joazeiro
41	07/25/1918	Halifax	Overbrook
38	07/25/1918	Halifax	Resolute
38	07/25/1918	La Pallice, France	Evelyn
35	07/25/1918	St. Thomas, West Indies	California
33	07/25/1918	Baracoa, Cuba	Amelia
33	07/25/1918	Antilla, Cuba	Paloma
30	07/25/1918	Havana, Cuba	Mexico
29	07/25/1918	Kingston, Jamaica	Runa
26	07/25/1918	Skien, Norway	Hovland
17	07/25/1918	Halifax	Imo
12	07/25/1918	Rosario de Santa Fe, Argentina	Moonlite
10	07/25/1918	St. John	Alembic
10	07/25/1918	Rosario	Moonlite
2	07/25/1918	Santos	California
1	07/25/1918	Huelva, Brazil	Joazeiro
1	07/25/1918	Halifax	Mauretania
57	07/26/1918	Iquique, Chile	Ataka Maru
47	07/26/1918	Matanzas, Cuba	Prins der Nederlanden
43	07/26/1918	Bordeaux	Mont Ventoux
37	07/26/1918	Gibraltar	Muskogee
31	07/26/1918	Bordeaux, France	Alkaid
31	07/26/1918	Gibraltar	Tras O Montes
29	07/26/1918	Rotterdam, Holland	Tunisie
25	07/26/1918	Christiania via Halifax	San Mateo
25	07/26/1918	Kristiania, Norway	Frey
21	07/26/1918	Hampton	Trio
9	07/26/1918	Bordeaux	Alkaid
290	07/27/1918	United States	Balmoral Castle
121	07/27/1918	Gibraltar	Tras O Montes
93	07/27/1918	Liverpool	Nestor
82	07/27/1918	Gibraltar	Clan Colquhoun
66	07/27/1918	Grenada, British West Indies	Matura
47	07/27/1918	Port of Spain, Trinidad	Matura
37	07/27/1918	Cristobal, Canal Zone	General H.F. Hodges
31	07/27/1918	Halifax	Sewalls Point
30	07/27/1918	Vera Cruz via Havana	Montserrat
20	07/27/1918	Sagua La Grande, Cuba	Ulrik Holm
20	07/27/1918	Jucaro, Cuba	Anna Maersk
11	07/27/1918	Halifax, Nova Scotia	Sewalls Point
6	07/27/1918	Gourling	Excelda
6	07/27/1918	Vera Cruz, Mexico	Montserrat
2	07/27/1918	Saint Nazaire, France	Westland
1	07/27/1918	Havana, Cuba	Montserrat
344	07/28/1918	Liverpool	Melita
209	07/28/1918	San Juan, Puerto Rico	Coamo
146	07/28/1918	Saint Nazaire, France	Vauban
112	07/28/1918	Cristobal, Canal Zone	Zacapa
93	07/28/1918	Liverpool	Nestor
51	07/28/1918	La Pallice, France	Borinquen
51	07/28/1918	Havre	Mexico (1907)
33	07/28/1918	Kingston	Zacapa
30	07/28/1918	France	Vauban
30	07/28/1918	Vera Cruz via Havana	Montserrat
27	07/28/1918	Tuxpam, Mexico	Wellington
26	07/28/1918	Hull, England	Italier
21	07/28/1918	Calika, Bucua	Lady Sybil
9	07/28/1918	Cartagena, Colombia	Zacapa
2	07/28/1918	Puerto Colombia, Colombia	Zacapa
1	07/28/1918	Kingston, Jamaica & Colombian Ports	Zacapa
1	07/28/1918	Santa Marta, Colombia	Zacapa
1	07/28/1918	Lisbon	Traschontes
577	07/29/1918	Liverpool	Lapland
252	07/29/1918	Liverpool	Metagama
98	07/29/1918	Liverpool	Mentor
96	07/29/1918	Liverpool	Teiresias
95	07/29/1918	Valparaiso, Chilian, Peruvian	Quilpue
40	07/29/1918	Havre, France via Plymouth	David Lloyd George
39	07/29/1918	Havre via Barry Dock	Keltier
35	07/29/1918	Marseilles, France	Corning
34	07/29/1918	Banes, Cuba	Adonis
31	07/29/1918	Liverpool	British Major
29	07/29/1918	Buenos Aires	Edward Sewall
29	07/29/1918	Port au Prince	Neptunus
28	07/29/1918	Kingston, Jamaica	Commodore Rollins
25	07/29/1918	Tampico, Mexico	Matinicock
15	07/29/1918	Cristobal, Canal Zone	Quilpue
9	07/29/1918	NA	Neptunus
5	07/29/1918	Sherbrooke, Nova Scotia	Silver Queen
2	07/29/1918	Havre via Barry Port	Keltier
1	07/29/1918	Havre, France via Plymouth, Eng.	David Lloyd George
1	07/29/1918	Buenos Aires	Tarner
1	07/29/1918	Kingston	Commodore Rollins
1	07/29/1918	Colon, Canal Zone	Quilpue
166	07/30/1918	Liverpool	Nestor
123	07/30/1918	Valparaiso, Chile	Santa Luisa
98	07/30/1918	Havana, Cuba and Port Limon	Almirante
64	07/30/1918	Turks Island	Algonquin
43	07/30/1918	Gibraltar	Plymouth
40	07/30/1918	Brest, France	Franklin
38	07/30/1918	Valparaiso and Way Ports	Santa Luisa
28	07/30/1918	Cardenas, Caibarien (Cuba)	L.P. Holmblad
25	07/30/1918	Santo Domingo	Algonquin
22	07/30/1918	Banes, Cuba	Ottar
21	07/30/1918	Havana, Cuba	Almirante
21	07/30/1918	St. Domingo	Harald
19	07/30/1918	Isabela de Sogua, Cuba	Sara
15	07/30/1918	Puerto Plata, Dominican Republic	Algonquin
15	07/30/1918	Windsor, Nova Scotia	Daniel M. Munro
8	07/30/1918	Curacao, DWI	Maud H. Dudley
5	07/30/1918	Turks Island, British West Indies	Algonquin
4	07/30/1918	Sanchez, Dominican Republic	Algonquin
4	07/30/1918	Windsor, Nova Scotia	Plymouth
3	07/30/1918	S.P. de Macoris, D.R.	Algonquin
2	07/30/1918	Macoris, Dominican Republic	Algonquin
1	07/30/1918	Samana, D.R.	Algonquin
1	07/30/1918	Port Limon, Costa Rica	Almirante
274	07/31/1918	Liverpool	Cretic
238	07/31/1918	Liverpool	Osterley
180	07/31/1918	Liverpool	Aquitania
52	07/31/1918	Plymouth, England	Manchester Mariner
49	07/31/1918	Plymouth, England	War Jackdaw
38	07/31/1918	Antofagasta, Valparaiso, Chile	Republic
35	07/31/1918	Tampico, Mexico	Socony
19	07/31/1918	Savannah, Georgia	War Jackdaw
16	07/31/1918	Buenos Aires	Pamelia
2	07/31/1918	Antifagasta, Chile	Republic
2	07/31/1918	Halifax	Curaca
1	07/31/1918	Liverpool	War Jackdaw
94	08/01/1918	United States	Ascanius
81	08/01/1918	Georgetown, British Guiana	Parima
73	08/01/1918	Plymouth, England	Kermanshah
59	08/01/1918	London via Plymouth	Ascanius
24	08/01/1918	Santa Marla, Colombia	Sosua
21	08/01/1918	Barbados, British West Indies	Parima
20	08/01/1918	Antigua, British West Indies	Parima
18	08/01/1918	St. Kitts, B.W.I.	Parima
10	08/01/1918	St. Thomas, Virgin Islands	Parima
2	08/01/1918	St. Croix, Virgin Islands	Parima
2	08/01/1918	Puerto Rico	Cornelia
1	08/01/1918	Shanghai	Capto
1	08/01/1918	Havre, France	George G. Henry
1	08/01/1918	Havre	Kermanshah
1	08/01/1918	Havre, France	Kermanshah
1	08/01/1918	Liverpool	Nestor
1	08/01/1918	Guadalupe, French West Indies	Parima
1	08/01/1918	Martinique, French West Indies	Parima
1	08/01/1918	Liverpool	Aquitania
433	08/02/1918	Bordeaux	Niagara
332	08/02/1918	Cristobal, Canal Zone	Colon
155	08/02/1918	Havana	Morro Castle
103	08/02/1918	Havana, Cuba	Morro Castle
47	08/02/1918	Nantes, France	West Eagle
35	08/02/1918	Genoa, Italy	Suffolk
23	08/02/1918	Buenos Aires	Songvig
22	08/02/1918	Kingston	Joseph J. Cuneo
21	08/02/1918	Santos, Brazil	Fjong
20	08/02/1918	Buenos Aires	Favell
16	08/02/1918	Buenos Aires	Baunen
15	08/02/1918	Limerick, Ireland	Ragna
12	08/02/1918	Buenos Aires	Amazon
8	08/02/1918	Walton, Nova Scotia, Canada	Don Parsons
7	08/02/1918	Tuxpam, Mexico	W.C. Teagle
1	08/02/1918	NA	Cretic
1	08/02/1918	Gibraltar, Spain	Yodkin
933	08/03/1918	Southampton	Olympic
79	08/03/1918	Curacao, DWI	Philadelphia (1885)
49	08/03/1918	Nantes, France	Westchester
45	08/03/1918	San Juan, Puerto Rico	Philadelphia (1885)
41	08/03/1918	Bordeaux, France	Themisto
33	08/03/1918	Saint Nazaire, France	Havo
24	08/03/1918	Halifax	Catalonia
12	08/03/1918	Buenos Aires	Alastor
10	08/03/1918	Buenos Aires	James W. Elwell
10	08/03/1918	La Guaira, Venezuela	Philadelphia (1885)
9	08/03/1918	Rio de Janeiro	Eleanor F. Bartram
6	08/03/1918	Parrsboro, Nova Scotia	Sephie
2	08/03/1918	Pto. Cabello, Venez.	Philadelphia (1885)
2	08/03/1918	Puerto Cabello, Venezuela	Philadelphia (1885)
1	08/03/1918	Gothenburg, Sweden	Catalonia
1	08/03/1918	Colon	Panama
515	08/04/1918	Liverpool	Empress of Russia
300	08/04/1918	Genova	Giuseppe Verdi
230	08/04/1918	Genoa, Italy	Giuseppe Verdi
218	08/04/1918	Genoa	Giuseppe Verdi
129	08/04/1918	Liverpool	Hororata
74	08/04/1918	La Pallice, France	West Point
45	08/04/1918	Gibraltar	Giuseppe Verdi
43	08/04/1918	Tampico, Mexico	Paul H. Harwood
43	08/04/1918	San Juan, Puerto Rico	San Juan
